Bins,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
44,0.0348456,0.0720456,0.0628589,0.0283459,0.0519274,0.0375144,0.0533213,0.0718636,0.096244,0.1067039,0.0480486,0.0558311,0.0514733,0.0622217,0.0289629,0.0633639,0.0316022,0.0558837,0.0429396,0.1468077,0.0308581,0.0244867,0.0684681,0.1511119,0.0737628
46,0.0523094,0.0210296,0.0380707,0.0197417,0.0868104,0.0425271,0.0318882,0.0337749,0.0502297,0.0497381,0.0533793,0.0610514,0.0322275,0.0525187,0.0541807,0.0447671,0.0654975,0.0409174,0.0493479,0.0473149,0.0574122,0.0818006,0.0742233,0.0411093,0.0659307
48,0.03218428,0.05096867,0.04122482,0.04741631,0.02934577,0.07925628,0.0287982,0.04431183,0.05933735,0.02968874,0.0305562,0.07874995,0.02800277,0.00860315,0.02923411,0.05634886,0.04644674,0.02912307,0.03693425,0.0355195,0.08987113,0.05443776,0.06945939,0.0378576,0.02719862
50,0.00405071,0.02300027,0.01017358,0.00558888,0.04901854,0.01978751,0.03433414,0.03306721,0.01992524,0.027281,0.02954292,0.03136123,0.06791836,0.04922271,0.04029641,0.01242369,0.01599571,0.05539679,0.01379644,0.02687627,0.01973549,0.02752704,0.02427588,0.02429788,0.04324943
52,0.02341414,0.0160008,0.02532562,0.02322358,0.02548939,0.00432017,0.0059865,0.00348347,0.03908111,0.01654654,0.01964478,0.0179836,0.00264509,0.01463928,0.0123652,0.00909547,0.01623856,0.0132259,0.02721253,0.01302354,0.01040829,0.00731305,0.0253921,0.01140754,0.0383451
54,0.0109608,0.000567735,0.00990794,0.00139679,0.0163071,0.00101903,0.0239081,0.00124914,0.0148904,0.00203115,0.0013845,0.00492292,0.0225806,0.00404091,0.00265041,0.00593637,0.0160551,0.0197469,0.00553915,0.00276531,0.000808188,0.00215451,0.0117685,0.0134345,0.00920926
56,0.00166182,0.00108772,0.0137815,0.000456582,0.000150193,0.00636087,0.00386749,0.00170228,0.0188515,0.0110375,0.00504023,0.00817286,0.0235871,0.00996624,0.00198716,0.0104702,0.00808595,0.000719943,0.00482603,0.00985744,0.00139446,0.00159836,0.0154578,0.00161819,0.00438792
58,0.0118897,0.000305584,0.0184704,0.00252088,9.45E-05,0.00256118,0.000325508,0.00310344,0.00353982,0.000138793,0.000354595,0.000275184,0.00022005,0.00268549,0.000925821,0.00266145,0.000293543,0.0158691,5.33E-05,0.00315728,0.0281846,0.000359043,0.000382618,0.00439001,0.0036213
60,0.000148372,4.66E-08,2.39E-05,0.00988621,7.16E-07,6.75E-07,1.33E-07,0.000237371,1.77E-07,0.0016692,4.16E-11,0.00215011,0.00197817,7.34E-06,0.0165326,0.00495703,4.03E-16,0.0169286,1.16E-07,0.00272689,0.000305474,0.00265526,2.07E-05,2.50E-05,1.33E-05
62,4.78E-10,7.74E-21,8.38E-06,1.73E-06,0.00010311,7.60E-13,2.49E-10,1.69E-07,0.00185345,4.04E-05,1.44E-15,3.63E-14,1.80E-21,1.79E-16,2.68E-19,1.65E-05,0.000050108,8.41E-07,3.26E-05,1.06E-05,0.000182905,0.00118277,1.08E-12,1.41E-09,2.05E-06
64,0.000068579,4.86E-05,3.13E-05,1.18E-05,5.14E-20,1.87E-18,3.51E-20,7.69E-12,2.79E-18,4.49E-06,4.91E-35,2.31E-17,3.82E-11,1.11E-08,2.39E-20,6.00E-16,1.29E-07,0.0150097,0.0120878,2.06E-29,2.99E-11,0.0115074,5.42E-06,4.09E-20,4.34E-08
66,1.33E-74,1.15E-36,3.30E-39,8.82E-116,3.37E-16,1.19E-06,1.68E-265,4.16E-42,5.46E-13,1.61E-35,1.12E-05,2.76E-06,3.94E-10,7.82E-29,0.00169752,1.52E-13,2.65E-22,2.08E-24,5.43E-05,3.95E-95,8.04E-05,9.72E-27,1.94E-18,1.55E-60,1.41E-55
68,2.09E-104,5.40E-108,3.25E-99,1.15E-125,1.23E-158,1.70E-113,8.36E-111,1.31E-54,4.61E-147,3.07E-169,2.32E-303,4.85E-58,1.65E-21,1.25E-242,2.01E-71,5.20E-34,4.45E-34,2.63E-11,1.47E-06,1.38E-31,1.98E-276,2.28E-39,1.63E-53,3.79E-107,1.14E-12
70,0,0,0,0,0,4.14E-116,0,1.09E-43,2.65E-98,0,9.15E-46,1.32E-160,7.20E-156,0,0,0,2.67E-191,1.37E-161,5.52E-202,4.84E-138,0,2.73E-130,1.91E-262,3.40E-235,0
72,0,2.02E-128,0,0,0,7.37E-27,0,0,0,6.04E-254,5.99E-209,0,0,0,0,9.10E-91,0,0,0,0,7.34E-265,0,0,0,0
